willie,2.4562903864452705
biblical,2.456593203240736
storyline,2.458275089442326
beckham,2.4584912615161687
remove,2.4590119849303127
barber,2.459135072915121
lolita,2.4597590986761624
excuses,2.4599613322916847
jewel,2.461468167819967
promise,2.462144280316968
riveted,2.4631245593924325
swim,2.46595269698856
undeveloped,2.4674294231614873
pathos,2.468779935415336
ford,2.46987362616831
tempted,2.4751289526401843
illusions,2.4751696892104453
meloni,2.47542785101775
exposition,2.4776010443155796
squandered,2.4778582180916993
ratnam,2.4790949076171587
minnie,2.480446369481882
smoothly,2.4809849453062354
corpse,2.4810950213504674
kyle,2.4825410631409373
puppets,2.4830140002561416
alan,2.4839978864963435
glued,2.4840210755181893
about,2.484930990021
springer,2.4850888999044467
idiocracy,2.486138368334972
precode,2.4868799367367145
30s,2.488110452831166
asinine,2.4881296298853774
sensual,2.4894636919252244
myrna,2.490491030118287
consist,2.4906935776252763
takes,2.4924142189512093
cornfield,2.4933286936199517
who,2.4933502624653823
paths,2.4937963560199923
premingers,2.4940642664818053
pyun,2.496037368713006
grating,2.4966757150853356
bucks,2.498723830051497
tone,2.4988189993985133
landscape,2.4994509939702443
rourke,2.4994683515581615
aired,2.5007949795149056
disappoint,2.5054101279654883
hall,2.5057414280101566
panahi,2.5062491916977736
pearce,2.506911184895886
carlin,2.5072650809304977
wandered,2.507978993872379
rowlands,2.508092731420982
insufferable,2.5087775092423534
exercise,2.5102773981942565
dogtown,2.510296228707196
subsequent,2.5104450317865434
melville,2.5116176639405925
wilder,2.5117191446969445
anton,2.5117877380919533
faultless,2.5148777446428423
hanzo,2.5156328058332114
denver,2.5160655377630206
mastery,2.517222599259152
justin,2.5192717153071835
pickford,2.520348691152763
cringed,2.5204380974368226
braindead,2.522714622668699
zboys,2.5236245448328747
dixon,2.5237375691684694
favourites,2.5237977153070954
derivative,2.5240924307481976
sade,2.5243436952453417
infomercial,2.525926213839633
saddled,2.5262164887431533
marvel,2.5272795098292615
phony,2.5285516332780924
share,2.5290495432202227
tamura,2.5293237888762197
completists,2.529466082952119
simpson,2.5295004924909144
cheech,2.5314694754941494
talent,2.532261353758117
read,2.534763297908019
dump,2.535107954602056
ludicrously,2.5358292163200478
dickinson,2.536446706062638
accurate,2.5385166366298555
color,2.5394710344458384
penalty,2.5395229475687144
miyazakis,2.5399579565122252
difficulties,2.540071706268062
macready,2.5405880297486396
rosanna,2.542976070123717
natali,2.5438375684730357
hey,2.543846334618133
nightbreed,2.5451259269593747
holm,2.5451468567771163
five,2.5463681772051903
meters,2.5464723748458122
days,2.5466290661055213
harvest,2.5472921195069103
what,2.54768246860041
waco,2.5482928683543085
sen,2.551983331149551
